date,county,variable,estimate,metric
2017-05-31T07:00:00Z,Pierce,Internal Combustion Share,0.9973583140146256,share
2017-05-31T07:00:00Z,Snohomish,Battery Electric,1739,total
2017-05-31T07:00:00Z,Snohomish,Plug-In Hybrid,868,total
2017-05-31T07:00:00Z,Snohomish,Total Electric Vehicles,2607,total
2017-05-31T07:00:00Z,Snohomish,Internal Combustion,634526,total
2017-05-31T07:00:00Z,Snohomish,Total Vehicles,637133,total
2017-05-31T07:00:00Z,Snohomish,Battery Electric Share,0.0027294144236760616,share
2017-05-31T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0013623529153253715,share
2017-05-31T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.004091767339001433,share
2017-05-31T07:00:00Z,Snohomish,Internal Combustion Share,0.9959082326609986,share
2017-06-30T07:00:00Z,King,Battery Electric,10037,total
2017-06-30T07:00:00Z,King,Plug-In Hybrid,4107,total
2017-06-30T07:00:00Z,King,Total Electric Vehicles,14144,total
2017-06-30T07:00:00Z,King,Internal Combustion,1563246,total
2017-06-30T07:00:00Z,King,Total Vehicles,1577390,total
2017-06-30T07:00:00Z,King,Battery Electric Share,0.006363042747830276,share
2017-06-30T07:00:00Z,King,Plug-In Hybrid Share,0.0026036680846207977,share
2017-06-30T07:00:00Z,King,Total Electric Vehicle Share,0.008966710832451074,share
2017-06-30T07:00:00Z,King,Internal Combustion Share,0.991033289167549,share
2017-06-30T07:00:00Z,Kitsap,Battery Electric,606,total
2017-06-30T07:00:00Z,Kitsap,Plug-In Hybrid,319,total
2017-06-30T07:00:00Z,Kitsap,Total Electric Vehicles,925,total
2017-06-30T07:00:00Z,Kitsap,Internal Combustion,225897,total
2017-06-30T07:00:00Z,Kitsap,Total Vehicles,226822,total
2017-06-30T07:00:00Z,Kitsap,Battery Electric Share,0.0026716985124899703,share
2017-06-30T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.0014063891509641922,share
2017-06-30T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.0040780876634541625,share
2017-06-30T07:00:00Z,Kitsap,Internal Combustion Share,0.9959219123365458,share
2017-06-30T07:00:00Z,Pierce,Battery Electric,956,total
2017-06-30T07:00:00Z,Pierce,Plug-In Hybrid,842,total
2017-06-30T07:00:00Z,Pierce,Total Electric Vehicles,1798,total
2017-06-30T07:00:00Z,Pierce,Internal Combustion,662563,total
2017-06-30T07:00:00Z,Pierce,Total Vehicles,664361,total
2017-06-30T07:00:00Z,Pierce,Battery Electric Share,0.0014389767009201323,share
2017-06-30T07:00:00Z,Pierce,Plug-In Hybrid Share,0.0012673832449526688,share
2017-06-30T07:00:00Z,Pierce,Total Electric Vehicle Share,0.0027063599458728013,share
2017-06-30T07:00:00Z,Pierce,Internal Combustion Share,0.9972936400541272,share
2017-06-30T07:00:00Z,Snohomish,Battery Electric,1793,total
2017-06-30T07:00:00Z,Snohomish,Plug-In Hybrid,904,total
2017-06-30T07:00:00Z,Snohomish,Total Electric Vehicles,2697,total
2017-06-30T07:00:00Z,Snohomish,Internal Combustion,635103,total
2017-06-30T07:00:00Z,Snohomish,Total Vehicles,637800,total
2017-06-30T07:00:00Z,Snohomish,Battery Electric Share,0.0028112260896832864,share
2017-06-30T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0014173722169959235,share
2017-06-30T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.00422859830667921,share
2017-06-30T07:00:00Z,Snohomish,Internal Combustion Share,0.9957714016933208,share
2017-07-31T07:00:00Z,King,Battery Electric,10264,total
2017-07-31T07:00:00Z,King,Plug-In Hybrid,4176,total
2017-07-31T07:00:00Z,King,Total Electric Vehicles,14440,total
2017-07-31T07:00:00Z,King,Internal Combustion,1560698,total
2017-07-31T07:00:00Z,King,Total Vehicles,1575138,total
2017-07-31T07:00:00Z,King,Battery Electric Share,0.006516254448816548,share
2017-07-31T07:00:00Z,King,Plug-In Hybrid Share,0.0026511962761358054,share
2017-07-31T07:00:00Z,King,Total Electric Vehicle Share,0.009167450724952354,share
2017-07-31T07:00:00Z,King,Internal Combustion Share,0.9908325492750476,share
2017-07-31T07:00:00Z,Kitsap,Battery Electric,623,total
2017-07-31T07:00:00Z,Kitsap,Plug-In Hybrid,324,total
2017-07-31T07:00:00Z,Kitsap,Total Electric Vehicles,947,total
2017-07-31T07:00:00Z,Kitsap,Internal Combustion,225901,total
2017-07-31T07:00:00Z,Kitsap,Total Vehicles,226848,total
2017-07-31T07:00:00Z,Kitsap,Battery Electric Share,0.0027463323458879955,share
2017-07-31T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.0014282691493863733,share
2017-07-31T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.004174601495274368,share
2017-07-31T07:00:00Z,Kitsap,Internal Combustion Share,0.9958253985047256,share
2017-07-31T07:00:00Z,Pierce,Battery Electric,986,total
2017-07-31T07:00:00Z,Pierce,Plug-In Hybrid,856,total
2017-07-31T07:00:00Z,Pierce,Total Electric Vehicles,1842,total
2017-07-31T07:00:00Z,Pierce,Internal Combustion,662037,total
2017-07-31T07:00:00Z,Pierce,Total Vehicles,663879,total
2017-07-31T07:00:00Z,Pierce,Battery Electric Share,0.0014852104073182011,share
2017-07-31T07:00:00Z,Pierce,Plug-In Hybrid Share,0.0012893915909375053,share
2017-07-31T07:00:00Z,Pierce,Total Electric Vehicle Share,0.002774601998255706,share
2017-07-31T07:00:00Z,Pierce,Internal Combustion Share,0.9972253980017443,share
2017-07-31T07:00:00Z,Snohomish,Battery Electric,1818,total
2017-07-31T07:00:00Z,Snohomish,Plug-In Hybrid,921,total
2017-07-31T07:00:00Z,Snohomish,Total Electric Vehicles,2739,total
2017-07-31T07:00:00Z,Snohomish,Internal Combustion,635090,total
2017-07-31T07:00:00Z,Snohomish,Total Vehicles,637829,total
2017-07-31T07:00:00Z,Snohomish,Battery Electric Share,0.0028502937307648287,share
2017-07-31T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0014439606853874627,share
2017-07-31T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.004294254416152291,share
2017-07-31T07:00:00Z,Snohomish,Internal Combustion Share,0.9957057455838477,share
2017-08-31T07:00:00Z,King,Battery Electric,10449,total
2017-08-31T07:00:00Z,King,Plug-In Hybrid,4269,total
2017-08-31T07:00:00Z,King,Total Electric Vehicles,14718,total
2017-08-31T07:00:00Z,King,Internal Combustion,1559305,total
2017-08-31T07:00:00Z,King,Total Vehicles,1574023,total
2017-08-31T07:00:00Z,King,Battery Electric Share,0.006638403631967258,share
2017-08-31T07:00:00Z,King,Plug-In Hybrid Share,0.0027121585898045963,share
2017-08-31T07:00:00Z,King,Total Electric Vehicle Share,0.009350562221771854,share
2017-08-31T07:00:00Z,King,Internal Combustion Share,0.9906494377782281,share
2017-08-31T07:00:00Z,Kitsap,Battery Electric,638,total
2017-08-31T07:00:00Z,Kitsap,Plug-In Hybrid,336,total
2017-08-31T07:00:00Z,Kitsap,Total Electric Vehicles,974,total
2017-08-31T07:00:00Z,Kitsap,Internal Combustion,226399,total
2017-08-31T07:00:00Z,Kitsap,Total Vehicles,227373,total
2017-08-31T07:00:00Z,Kitsap,Battery Electric Share,0.0028059620095613816,share
2017-08-31T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.001477748017574646,share
2017-08-31T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.004283710027136027,share
2017-08-31T07:00:00Z,Kitsap,Internal Combustion Share,0.995716289972864,share
2017-08-31T07:00:00Z,Pierce,Battery Electric,999,total
2017-08-31T07:00:00Z,Pierce,Plug-In Hybrid,866,total
2017-08-31T07:00:00Z,Pierce,Total Electric Vehicles,1865,total
2017-08-31T07:00:00Z,Pierce,Internal Combustion,662233,total
2017-08-31T07:00:00Z,Pierce,Total Vehicles,664098,total
2017-08-31T07:00:00Z,Pierce,Battery Electric Share,0.0015042960526910185,share
2017-08-31T07:00:00Z,Pierce,Plug-In Hybrid Share,0.0013040244060364586,share
2017-08-31T07:00:00Z,Pierce,Total Electric Vehicle Share,0.002808320458727477,share
2017-08-31T07:00:00Z,Pierce,Internal Combustion Share,0.9971916795412725,share
2017-08-31T07:00:00Z,Snohomish,Battery Electric,1847,total
2017-08-31T07:00:00Z,Snohomish,Plug-In Hybrid,943,total
2017-08-31T07:00:00Z,Snohomish,Total Electric Vehicles,2790,total
2017-08-31T07:00:00Z,Snohomish,Internal Combustion,635433,total
2017-08-31T07:00:00Z,Snohomish,Total Vehicles,638223,total
2017-08-31T07:00:00Z,Snohomish,Battery Electric Share,0.0028939727963423444,share
2017-08-31T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0014775399821065677,share
2017-08-31T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.004371512778448912,share
2017-08-31T07:00:00Z,Snohomish,Internal Combustion Share,0.9956284872215511,share
2017-09-30T07:00:00Z,King,Battery Electric,10662,total
2017-09-30T07:00:00Z,King,Plug-In Hybrid,4352,total
2017-09-30T07:00:00Z,King,Total Electric Vehicles,15014,total
2017-09-30T07:00:00Z,King,Internal Combustion,1559070,total
2017-09-30T07:00:00Z,King,Total Vehicles,1574084,total
2017-09-30T07:00:00Z,King,Battery Electric Share,0.0067734631696910715,share
2017-09-30T07:00:00Z,King,Plug-In Hybrid Share,0.0027647825656064097,share
2017-09-30T07:00:00Z,King,Total Electric Vehicle Share,0.009538245735297482,share
2017-09-30T07:00:00Z,King,Internal Combustion Share,0.9904617542647025,share
2017-09-30T07:00:00Z,Kitsap,Battery Electric,654,total
2017-09-30T07:00:00Z,Kitsap,Plug-In Hybrid,346,total
2017-09-30T07:00:00Z,Kitsap,Total Electric Vehicles,1000,total
2017-09-30T07:00:00Z,Kitsap,Internal Combustion,226915,total
2017-09-30T07:00:00Z,Kitsap,Total Vehicles,227915,total
2017-09-30T07:00:00Z,Kitsap,Battery Electric Share,0.0028694908189456597,share
2017-09-30T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.001518109821644034,share
2017-09-30T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.0043876006405896935,share
2017-09-30T07:00:00Z,Kitsap,Internal Combustion Share,0.9956123993594103,share
2017-09-30T07:00:00Z,Pierce,Battery Electric,1012,total
2017-09-30T07:00:00Z,Pierce,Plug-In Hybrid,898,total
2017-09-30T07:00:00Z,Pierce,Total Electric Vehicles,1910,total
2017-09-30T07:00:00Z,Pierce,Internal Combustion,662306,total
2017-09-30T07:00:00Z,Pierce,Total Vehicles,664216,total
2017-09-30T07:00:00Z,Pierce,Battery Electric Share,0.0015236007563804545,share
2017-09-30T07:00:00Z,Pierce,Plug-In Hybrid Share,0.001351969841136016,share
2017-09-30T07:00:00Z,Pierce,Total Electric Vehicle Share,0.0028755705975164704,share
2017-09-30T07:00:00Z,Pierce,Internal Combustion Share,0.9971244294024836,share
2017-09-30T07:00:00Z,Snohomish,Battery Electric,1911,total
2017-09-30T07:00:00Z,Snohomish,Plug-In Hybrid,977,total
2017-09-30T07:00:00Z,Snohomish,Total Electric Vehicles,2888,total
2017-09-30T07:00:00Z,Snohomish,Internal Combustion,635932,total
2017-09-30T07:00:00Z,Snohomish,Total Vehicles,638820,total
2017-09-30T07:00:00Z,Snohomish,Battery Electric Share,0.0029914529914529917,share
2017-09-30T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0015293822986130678,share
2017-09-30T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.00452083529006606,share
2017-09-30T07:00:00Z,Snohomish,Internal Combustion Share,0.9954791647099339,share
2017-10-31T07:00:00Z,King,Battery Electric,10949,total
2017-10-31T07:00:00Z,King,Plug-In Hybrid,4485,total
2017-10-31T07:00:00Z,King,Total Electric Vehicles,15434,total
2017-10-31T07:00:00Z,King,Internal Combustion,1558203,total
2017-10-31T07:00:00Z,King,Total Vehicles,1573637,total
2017-10-31T07:00:00Z,King,Battery Electric Share,0.006957767261445937,share
2017-10-31T07:00:00Z,King,Plug-In Hybrid Share,0.002850085502565077,share
2017-10-31T07:00:00Z,King,Total Electric Vehicle Share,0.009807852764011015,share
2017-10-31T07:00:00Z,King,Internal Combustion Share,0.990192147235989,share
2017-10-31T07:00:00Z,Kitsap,Battery Electric,662,total
2017-10-31T07:00:00Z,Kitsap,Plug-In Hybrid,355,total
2017-10-31T07:00:00Z,Kitsap,Total Electric Vehicles,1017,total
2017-10-31T07:00:00Z,Kitsap,Internal Combustion,227485,total
2017-10-31T07:00:00Z,Kitsap,Total Vehicles,228502,total
2017-10-31T07:00:00Z,Kitsap,Battery Electric Share,0.0028971300032384836,share
2017-10-31T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.001553596905059912,share
2017-10-31T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.004450726908298396,share
2017-10-31T07:00:00Z,Kitsap,Internal Combustion Share,0.9955492730917016,share
2017-10-31T07:00:00Z,Pierce,Battery Electric,1040,total
2017-10-31T07:00:00Z,Pierce,Plug-In Hybrid,916,total
2017-10-31T07:00:00Z,Pierce,Total Electric Vehicles,1956,total
2017-10-31T07:00:00Z,Pierce,Internal Combustion,662559,total
2017-10-31T07:00:00Z,Pierce,Total Vehicles,664515,total
2017-10-31T07:00:00Z,Pierce,Battery Electric Share,0.0015650512027568979,share
2017-10-31T07:00:00Z,Pierce,Plug-In Hybrid Share,0.0013784489439666525,share
2017-10-31T07:00:00Z,Pierce,Total Electric Vehicle Share,0.0029435001467235503,share
2017-10-31T07:00:00Z,Pierce,Internal Combustion Share,0.9970564998532765,share
2017-10-31T07:00:00Z,Snohomish,Battery Electric,1947,total
2017-10-31T07:00:00Z,Snohomish,Plug-In Hybrid,1001,total
2017-10-31T07:00:00Z,Snohomish,Total Electric Vehicles,2948,total
2017-10-31T07:00:00Z,Snohomish,Internal Combustion,636732,total
2017-10-31T07:00:00Z,Snohomish,Total Vehicles,639680,total
2017-10-31T07:00:00Z,Snohomish,Battery Electric Share,0.0030437093546773386,share
2017-10-31T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0015648449224612306,share
2017-10-31T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.004608554277138569,share
2017-10-31T07:00:00Z,Snohomish,Internal Combustion Share,0.9953914457228614,share
2017-11-30T08:00:00Z,King,Battery Electric,11138,total
2017-11-30T08:00:00Z,King,Plug-In Hybrid,4616,total
2017-11-30T08:00:00Z,King,Total Electric Vehicles,15754,total
2017-11-30T08:00:00Z,King,Internal Combustion,1557191,total
2017-11-30T08:00:00Z,King,Total Vehicles,1572945,total
2017-11-30T08:00:00Z,King,Battery Electric Share,0.007080985031263013,share
2017-11-30T08:00:00Z,King,Plug-In Hybrid Share,0.0029346226346121445,share
2017-11-30T08:00:00Z,King,Total Electric Vehicle Share,0.010015607665875158,share
2017-11-30T08:00:00Z,King,Internal Combustion Share,0.9899843923341248,share
2017-11-30T08:00:00Z,Kitsap,Battery Electric,677,total
2017-11-30T08:00:00Z,Kitsap,Plug-In Hybrid,367,total
2017-11-30T08:00:00Z,Kitsap,Total Electric Vehicles,1044,total
2017-11-30T08:00:00Z,Kitsap,Internal Combustion,228018,total
