date,county,variable,estimate,metric
2018-09-30T07:00:00Z,Snohomish,Battery Electric,2516,total
2018-09-30T07:00:00Z,Snohomish,Plug-In Hybrid,1330,total
2018-09-30T07:00:00Z,Snohomish,Total Electric Vehicles,3846,total
2018-09-30T07:00:00Z,Snohomish,Internal Combustion,646363,total
2018-09-30T07:00:00Z,Snohomish,Total Vehicles,650209,total
2018-09-30T07:00:00Z,Snohomish,Battery Electric Share,0.0038695250296443143,share
2018-09-30T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.002045496140471756,share
2018-09-30T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.00591502117011607,share
2018-09-30T07:00:00Z,Snohomish,Internal Combustion Share,0.9940849788298839,share
2018-10-31T07:00:00Z,King,Battery Electric,15043,total
2018-10-31T07:00:00Z,King,Plug-In Hybrid,6224,total
2018-10-31T07:00:00Z,King,Total Electric Vehicles,21267,total
2018-10-31T07:00:00Z,King,Internal Combustion,1559341,total
2018-10-31T07:00:00Z,King,Total Vehicles,1580608,total
2018-10-31T07:00:00Z,King,Battery Electric Share,0.009517223751872698,share
2018-10-31T07:00:00Z,King,Plug-In Hybrid Share,0.003937725229784994,share
2018-10-31T07:00:00Z,King,Total Electric Vehicle Share,0.01345494898165769,share
2018-10-31T07:00:00Z,King,Internal Combustion Share,0.9865450510183423,share
2018-10-31T07:00:00Z,Kitsap,Battery Electric,881,total
2018-10-31T07:00:00Z,Kitsap,Plug-In Hybrid,507,total
2018-10-31T07:00:00Z,Kitsap,Total Electric Vehicles,1388,total
2018-10-31T07:00:00Z,Kitsap,Internal Combustion,233575,total
2018-10-31T07:00:00Z,Kitsap,Total Vehicles,234963,total
2018-10-31T07:00:00Z,Kitsap,Battery Electric Share,0.0037495265211969545,share
2018-10-31T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.0021577865451156138,share
2018-10-31T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.005907313066312568,share
2018-10-31T07:00:00Z,Kitsap,Internal Combustion Share,0.9940926869336875,share
2018-10-31T07:00:00Z,Pierce,Battery Electric,1405,total
2018-10-31T07:00:00Z,Pierce,Plug-In Hybrid,1305,total
2018-10-31T07:00:00Z,Pierce,Total Electric Vehicles,2710,total
2018-10-31T07:00:00Z,Pierce,Internal Combustion,676052,total
2018-10-31T07:00:00Z,Pierce,Total Vehicles,678762,total
2018-10-31T07:00:00Z,Pierce,Battery Electric Share,0.002069944988081242,share
2018-10-31T07:00:00Z,Pierce,Plug-In Hybrid Share,0.001922617942666207,share
2018-10-31T07:00:00Z,Pierce,Total Electric Vehicle Share,0.0039925629307474494,share
2018-10-31T07:00:00Z,Pierce,Internal Combustion Share,0.9960074370692525,share
2018-10-31T07:00:00Z,Snohomish,Battery Electric,2637,total
2018-10-31T07:00:00Z,Snohomish,Plug-In Hybrid,1379,total
2018-10-31T07:00:00Z,Snohomish,Total Electric Vehicles,4016,total
2018-10-31T07:00:00Z,Snohomish,Internal Combustion,647845,total
2018-10-31T07:00:00Z,Snohomish,Total Vehicles,651861,total
2018-10-31T07:00:00Z,Snohomish,Battery Electric Share,0.004045340954590013,share
2018-10-31T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0021154816747742233,share
2018-10-31T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.006160822629364236,share
2018-10-31T07:00:00Z,Snohomish,Internal Combustion Share,0.9938391773706358,share
2018-11-30T08:00:00Z,King,Battery Electric,15792,total
2018-11-30T08:00:00Z,King,Plug-In Hybrid,6401,total
2018-11-30T08:00:00Z,King,Total Electric Vehicles,22193,total
2018-11-30T08:00:00Z,King,Internal Combustion,1560125,total
2018-11-30T08:00:00Z,King,Total Vehicles,1582318,total
2018-11-30T08:00:00Z,King,Battery Electric Share,0.00998029473215877,share
2018-11-30T08:00:00Z,King,Plug-In Hybrid Share,0.004045330963813848,share
2018-11-30T08:00:00Z,King,Total Electric Vehicle Share,0.014025625695972618,share
2018-11-30T08:00:00Z,King,Internal Combustion Share,0.9859743743040273,share
2018-11-30T08:00:00Z,Kitsap,Battery Electric,917,total
2018-11-30T08:00:00Z,Kitsap,Plug-In Hybrid,522,total
2018-11-30T08:00:00Z,Kitsap,Total Electric Vehicles,1439,total
2018-11-30T08:00:00Z,Kitsap,Internal Combustion,234023,total
2018-11-30T08:00:00Z,Kitsap,Total Vehicles,235462,total
2018-11-30T08:00:00Z,Kitsap,Battery Electric Share,0.003894471294731209,share
2018-11-30T08:00:00Z,Kitsap,Plug-In Hybrid Share,0.00221691822884372,share
2018-11-30T08:00:00Z,Kitsap,Total Electric Vehicle Share,0.006111389523574929,share
2018-11-30T08:00:00Z,Kitsap,Internal Combustion Share,0.9938886104764251,share
2018-11-30T08:00:00Z,Pierce,Battery Electric,1470,total
2018-11-30T08:00:00Z,Pierce,Plug-In Hybrid,1339,total
2018-11-30T08:00:00Z,Pierce,Total Electric Vehicles,2809,total
2018-11-30T08:00:00Z,Pierce,Internal Combustion,677592,total
2018-11-30T08:00:00Z,Pierce,Total Vehicles,680401,total
2018-11-30T08:00:00Z,Pierce,Battery Electric Share,0.0021604906518361967,share
2018-11-30T08:00:00Z,Pierce,Plug-In Hybrid Share,0.0019679571311623585,share
2018-11-30T08:00:00Z,Pierce,Total Electric Vehicle Share,0.004128447782998555,share
2018-11-30T08:00:00Z,Pierce,Internal Combustion Share,0.9958715522170014,share
2018-11-30T08:00:00Z,Snohomish,Battery Electric,2789,total
2018-11-30T08:00:00Z,Snohomish,Plug-In Hybrid,1416,total
2018-11-30T08:00:00Z,Snohomish,Total Electric Vehicles,4205,total
2018-11-30T08:00:00Z,Snohomish,Internal Combustion,648763,total
2018-11-30T08:00:00Z,Snohomish,Total Vehicles,652968,total
2018-11-30T08:00:00Z,Snohomish,Battery Electric Share,0.004271265973217677,share
2018-11-30T08:00:00Z,Snohomish,Plug-In Hybrid Share,0.002168559561877458,share
2018-11-30T08:00:00Z,Snohomish,Total Electric Vehicle Share,0.006439825535095135,share
2018-11-30T08:00:00Z,Snohomish,Internal Combustion Share,0.9935601744649049,share
2018-12-31T08:00:00Z,King,Battery Electric,16288,total
2018-12-31T08:00:00Z,King,Plug-In Hybrid,6533,total
2018-12-31T08:00:00Z,King,Total Electric Vehicles,22821,total
2018-12-31T08:00:00Z,King,Internal Combustion,1561009,total
2018-12-31T08:00:00Z,King,Total Vehicles,1583830,total
2018-12-31T08:00:00Z,King,Battery Electric Share,0.01028393198765019,share
2018-12-31T08:00:00Z,King,Plug-In Hybrid Share,0.004124811374958171,share
2018-12-31T08:00:00Z,King,Total Electric Vehicle Share,0.01440874336260836,share
2018-12-31T08:00:00Z,King,Internal Combustion Share,0.9855912566373917,share
2018-12-31T08:00:00Z,Kitsap,Battery Electric,947,total
2018-12-31T08:00:00Z,Kitsap,Plug-In Hybrid,544,total
2018-12-31T08:00:00Z,Kitsap,Total Electric Vehicles,1491,total
2018-12-31T08:00:00Z,Kitsap,Internal Combustion,233493,total
2018-12-31T08:00:00Z,Kitsap,Total Vehicles,234984,total
2018-12-31T08:00:00Z,Kitsap,Battery Electric Share,0.0040300616212167635,share
2018-12-31T08:00:00Z,Kitsap,Plug-In Hybrid Share,0.002315051237531066,share
2018-12-31T08:00:00Z,Kitsap,Total Electric Vehicle Share,0.00634511285874783,share
2018-12-31T08:00:00Z,Kitsap,Internal Combustion Share,0.9936548871412522,share
2018-12-31T08:00:00Z,Pierce,Battery Electric,1509,total
2018-12-31T08:00:00Z,Pierce,Plug-In Hybrid,1373,total
2018-12-31T08:00:00Z,Pierce,Total Electric Vehicles,2882,total
2018-12-31T08:00:00Z,Pierce,Internal Combustion,678125,total
2018-12-31T08:00:00Z,Pierce,Total Vehicles,681007,total
2018-12-31T08:00:00Z,Pierce,Battery Electric Share,0.002215836254252893,share
2018-12-31T08:00:00Z,Pierce,Plug-In Hybrid Share,0.002016131992769531,share
2018-12-31T08:00:00Z,Pierce,Total Electric Vehicle Share,0.004231968247022424,share
2018-12-31T08:00:00Z,Pierce,Internal Combustion Share,0.9957680317529776,share
2018-12-31T08:00:00Z,Snohomish,Battery Electric,2915,total
2018-12-31T08:00:00Z,Snohomish,Plug-In Hybrid,1438,total
2018-12-31T08:00:00Z,Snohomish,Total Electric Vehicles,4353,total
2018-12-31T08:00:00Z,Snohomish,Internal Combustion,649230,total
2018-12-31T08:00:00Z,Snohomish,Total Vehicles,653583,total
2018-12-31T08:00:00Z,Snohomish,Battery Electric Share,0.004460030325146156,share
2018-12-31T08:00:00Z,Snohomish,Plug-In Hybrid Share,0.0022001796252350504,share
2018-12-31T08:00:00Z,Snohomish,Total Electric Vehicle Share,0.006660209950381206,share
2018-12-31T08:00:00Z,Snohomish,Internal Combustion Share,0.9933397900496188,share
2019-01-31T08:00:00Z,King,Battery Electric,17176,total
2019-01-31T08:00:00Z,King,Plug-In Hybrid,6681,total
2019-01-31T08:00:00Z,King,Total Electric Vehicles,23857,total
2019-01-31T08:00:00Z,King,Internal Combustion,1563618,total
2019-01-31T08:00:00Z,King,Total Vehicles,1587475,total
2019-01-31T08:00:00Z,King,Battery Electric Share,0.01081969794799918,share
2019-01-31T08:00:00Z,King,Plug-In Hybrid Share,0.0042085702137041525,share
2019-01-31T08:00:00Z,King,Total Electric Vehicle Share,0.015028268161703334,share
2019-01-31T08:00:00Z,King,Internal Combustion Share,0.9849717318382967,share
2019-01-31T08:00:00Z,Kitsap,Battery Electric,982,total
2019-01-31T08:00:00Z,Kitsap,Plug-In Hybrid,556,total
2019-01-31T08:00:00Z,Kitsap,Total Electric Vehicles,1538,total
2019-01-31T08:00:00Z,Kitsap,Internal Combustion,233692,total
2019-01-31T08:00:00Z,Kitsap,Total Vehicles,235230,total
2019-01-31T08:00:00Z,Kitsap,Battery Electric Share,0.004174637588742932,share
2019-01-31T08:00:00Z,Kitsap,Plug-In Hybrid Share,0.0023636440930153465,share
2019-01-31T08:00:00Z,Kitsap,Total Electric Vehicle Share,0.006538281681758279,share
2019-01-31T08:00:00Z,Kitsap,Internal Combustion Share,0.9934617183182417,share
2019-01-31T08:00:00Z,Pierce,Battery Electric,1581,total
2019-01-31T08:00:00Z,Pierce,Plug-In Hybrid,1423,total
2019-01-31T08:00:00Z,Pierce,Total Electric Vehicles,3004,total
2019-01-31T08:00:00Z,Pierce,Internal Combustion,679020,total
2019-01-31T08:00:00Z,Pierce,Total Vehicles,682024,total
2019-01-31T08:00:00Z,Pierce,Battery Electric Share,0.002318100242806705,share
2019-01-31T08:00:00Z,Pierce,Plug-In Hybrid Share,0.002086436840932284,share
2019-01-31T08:00:00Z,Pierce,Total Electric Vehicle Share,0.004404537083738989,share
2019-01-31T08:00:00Z,Pierce,Internal Combustion Share,0.995595462916261,share
2019-01-31T08:00:00Z,Snohomish,Battery Electric,3075,total
2019-01-31T08:00:00Z,Snohomish,Plug-In Hybrid,1489,total
2019-01-31T08:00:00Z,Snohomish,Total Electric Vehicles,4564,total
2019-01-31T08:00:00Z,Snohomish,Internal Combustion,650322,total
2019-01-31T08:00:00Z,Snohomish,Total Vehicles,654886,total
2019-01-31T08:00:00Z,Snohomish,Battery Electric Share,0.004695473716036074,share
2019-01-31T08:00:00Z,Snohomish,Plug-In Hybrid Share,0.0022736781668870614,share
2019-01-31T08:00:00Z,Snohomish,Total Electric Vehicle Share,0.006969151882923135,share
2019-01-31T08:00:00Z,Snohomish,Internal Combustion Share,0.9930308481170769,share
2019-02-28T08:00:00Z,King,Battery Electric,17537,total
2019-02-28T08:00:00Z,King,Plug-In Hybrid,6765,total
2019-02-28T08:00:00Z,King,Total Electric Vehicles,24302,total
2019-02-28T08:00:00Z,King,Internal Combustion,1562033,total
2019-02-28T08:00:00Z,King,Total Vehicles,1586335,total
2019-02-28T08:00:00Z,King,Battery Electric Share,0.011055041967806295,share
2019-02-28T08:00:00Z,King,Plug-In Hybrid Share,0.004264546895832217,share
2019-02-28T08:00:00Z,King,Total Electric Vehicle Share,0.015319588863638513,share
2019-02-28T08:00:00Z,King,Internal Combustion Share,0.9846804111363615,share
2019-02-28T08:00:00Z,Kitsap,Battery Electric,989,total
2019-02-28T08:00:00Z,Kitsap,Plug-In Hybrid,571,total
2019-02-28T08:00:00Z,Kitsap,Total Electric Vehicles,1560,total
2019-02-28T08:00:00Z,Kitsap,Internal Combustion,233507,total
2019-02-28T08:00:00Z,Kitsap,Total Vehicles,235067,total
2019-02-28T08:00:00Z,Kitsap,Battery Electric Share,0.004207311107046076,share
2019-02-28T08:00:00Z,Kitsap,Plug-In Hybrid Share,0.002429094683643387,share
2019-02-28T08:00:00Z,Kitsap,Total Electric Vehicle Share,0.006636405790689463,share
2019-02-28T08:00:00Z,Kitsap,Internal Combustion Share,0.9933635942093105,share
2019-02-28T08:00:00Z,Pierce,Battery Electric,1611,total
2019-02-28T08:00:00Z,Pierce,Plug-In Hybrid,1428,total
2019-02-28T08:00:00Z,Pierce,Total Electric Vehicles,3039,total
2019-02-28T08:00:00Z,Pierce,Internal Combustion,677964,total
2019-02-28T08:00:00Z,Pierce,Total Vehicles,681003,total
2019-02-28T08:00:00Z,Pierce,Battery Electric Share,0.0023656283452495805,share
2019-02-28T08:00:00Z,Pierce,Plug-In Hybrid Share,0.002096907062083427,share
2019-02-28T08:00:00Z,Pierce,Total Electric Vehicle Share,0.004462535407333008,share
2019-02-28T08:00:00Z,Pierce,Internal Combustion Share,0.995537464592667,share
2019-02-28T08:00:00Z,Snohomish,Battery Electric,3146,total
2019-02-28T08:00:00Z,Snohomish,Plug-In Hybrid,1499,total
2019-02-28T08:00:00Z,Snohomish,Total Electric Vehicles,4645,total
2019-02-28T08:00:00Z,Snohomish,Internal Combustion,649570,total
2019-02-28T08:00:00Z,Snohomish,Total Vehicles,654215,total
2019-02-28T08:00:00Z,Snohomish,Battery Electric Share,0.00480881667341776,share
2019-02-28T08:00:00Z,Snohomish,Plug-In Hybrid Share,0.002291295674969238,share
2019-02-28T08:00:00Z,Snohomish,Total Electric Vehicle Share,0.0071001123483869985,share
2019-02-28T08:00:00Z,Snohomish,Internal Combustion Share,0.992899887651613,share
2019-03-31T07:00:00Z,King,Battery Electric,17687,total
2019-03-31T07:00:00Z,King,Plug-In Hybrid,6782,total
2019-03-31T07:00:00Z,King,Total Electric Vehicles,24469,total
2019-03-31T07:00:00Z,King,Internal Combustion,1563313,total
2019-03-31T07:00:00Z,King,Total Vehicles,1587782,total
2019-03-31T07:00:00Z,King,Battery Electric Share,0.01113943853753223,share
2019-03-31T07:00:00Z,King,Plug-In Hybrid Share,0.004271367227994775,share
2019-03-31T07:00:00Z,King,Total Electric Vehicle Share,0.015410805765527006,share
2019-03-31T07:00:00Z,King,Internal Combustion Share,0.984589194234473,share
2019-03-31T07:00:00Z,Kitsap,Battery Electric,998,total
2019-03-31T07:00:00Z,Kitsap,Plug-In Hybrid,569,total
2019-03-31T07:00:00Z,Kitsap,Total Electric Vehicles,1567,total
2019-03-31T07:00:00Z,Kitsap,Internal Combustion,233687,total
2019-03-31T07:00:00Z,Kitsap,Total Vehicles,235254,total
2019-03-31T07:00:00Z,Kitsap,Battery Electric Share,0.004242223299072492,share
2019-03-31T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.00241866238193612,share
2019-03-31T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.0066608856810086116,share
2019-03-31T07:00:00Z,Kitsap,Internal Combustion Share,0.9933391143189914,share
2019-03-31T07:00:00Z,Pierce,Battery Electric,1635,total
2019-03-31T07:00:00Z,Pierce,Plug-In Hybrid,1457,total
2019-03-31T07:00:00Z,Pierce,Total Electric Vehicles,3092,total
2019-03-31T07:00:00Z,Pierce,Internal Combustion,678554,total
2019-03-31T07:00:00Z,Pierce,Total Vehicles,681646,total
2019-03-31T07:00:00Z,Pierce,Battery Electric Share,0.002398605727899819,share
2019-03-31T07:00:00Z,Pierce,Plug-In Hybrid Share,0.002137473116544365,share
2019-03-31T07:00:00Z,Pierce,Total Electric Vehicle Share,0.004536078844444184,share
2019-03-31T07:00:00Z,Pierce,Internal Combustion Share,0.9954639211555558,share
2019-03-31T07:00:00Z,Snohomish,Battery Electric,3196,total
2019-03-31T07:00:00Z,Snohomish,Plug-In Hybrid,1520,total
2019-03-31T07:00:00Z,Snohomish,Total Electric Vehicles,4716,total
2019-03-31T07:00:00Z,Snohomish,Internal Combustion,649934,total
2019-03-31T07:00:00Z,Snohomish,Total Vehicles,654650,total
2019-03-31T07:00:00Z,Snohomish,Battery Electric Share,0.0048819980142060645,share
2019-03-31T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0023218513709615824,share
2019-03-31T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.007203849385167647,share
2019-03-31T07:00:00Z,Snohomish,Internal Combustion Share,0.9927961506148324,share
2019-04-30T07:00:00Z,King,Battery Electric,18285,total
2019-04-30T07:00:00Z,King,Plug-In Hybrid,6874,total
2019-04-30T07:00:00Z,King,Total Electric Vehicles,25159,total
2019-04-30T07:00:00Z,King,Internal Combustion,1566088,total
2019-04-30T07:00:00Z,King,Total Vehicles,1591247,total
2019-04-30T07:00:00Z,King,Battery Electric Share,0.01149098788560167,share
2019-04-30T07:00:00Z,King,Plug-In Hybrid Share,0.00431988245696614,share
2019-04-30T07:00:00Z,King,Total Electric Vehicle Share,0.01581087034256781,share
2019-04-30T07:00:00Z,King,Internal Combustion Share,0.9841891296574322,share
2019-04-30T07:00:00Z,Kitsap,Battery Electric,1009,total
2019-04-30T07:00:00Z,Kitsap,Plug-In Hybrid,575,total
2019-04-30T07:00:00Z,Kitsap,Total Electric Vehicles,1584,total
2019-04-30T07:00:00Z,Kitsap,Internal Combustion,234093,total
2019-04-30T07:00:00Z,Kitsap,Total Vehicles,235677,total
2019-04-30T07:00:00Z,Kitsap,Battery Electric Share,0.004281283281779724,share
2019-04-30T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.002439779868209456,share
2019-04-30T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.00672106314998918,share
2019-04-30T07:00:00Z,Kitsap,Internal Combustion Share,0.9932789368500108,share
2019-04-30T07:00:00Z,Pierce,Battery Electric,1692,total
2019-04-30T07:00:00Z,Pierce,Plug-In Hybrid,1486,total
2019-04-30T07:00:00Z,Pierce,Total Electric Vehicles,3178,total
2019-04-30T07:00:00Z,Pierce,Internal Combustion,680384,total
2019-04-30T07:00:00Z,Pierce,Total Vehicles,683562,total
2019-04-30T07:00:00Z,Pierce,Battery Electric Share,0.002475269251362715,share
2019-04-30T07:00:00Z,Pierce,Plug-In Hybrid Share,0.0021739066829343937,share
2019-04-30T07:00:00Z,Pierce,Total Electric Vehicle Share,0.004649175934297109,share
2019-04-30T07:00:00Z,Pierce,Internal Combustion Share,0.9953508240657029,share
2019-04-30T07:00:00Z,Snohomish,Battery Electric,3294,total
2019-04-30T07:00:00Z,Snohomish,Plug-In Hybrid,1540,total
2019-04-30T07:00:00Z,Snohomish,Total Electric Vehicles,4834,total
2019-04-30T07:00:00Z,Snohomish,Internal Combustion,651207,total
2019-04-30T07:00:00Z,Snohomish,Total Vehicles,656041,total
2019-04-30T07:00:00Z,Snohomish,Battery Electric Share,0.00502102764918656,share
2019-04-30T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.0023474142622183676,share
2019-04-30T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.007368441911404927,share
2019-04-30T07:00:00Z,Snohomish,Internal Combustion Share,0.992631558088595,share
2019-05-31T07:00:00Z,King,Battery Electric,18624,total
2019-05-31T07:00:00Z,King,Plug-In Hybrid,6951,total
2019-05-31T07:00:00Z,King,Total Electric Vehicles,25575,total
2019-05-31T07:00:00Z,King,Internal Combustion,1569425,total
2019-05-31T07:00:00Z,King,Total Vehicles,1595000,total
2019-05-31T07:00:00Z,King,Battery Electric Share,0.011676489028213166,share
2019-05-31T07:00:00Z,King,Plug-In Hybrid Share,0.004357993730407524,share
2019-05-31T07:00:00Z,King,Total Electric Vehicle Share,0.01603448275862069,share
2019-05-31T07:00:00Z,King,Internal Combustion Share,0.9839655172413793,share
2019-05-31T07:00:00Z,Kitsap,Battery Electric,1036,total
2019-05-31T07:00:00Z,Kitsap,Plug-In Hybrid,588,total
2019-05-31T07:00:00Z,Kitsap,Total Electric Vehicles,1624,total
2019-05-31T07:00:00Z,Kitsap,Internal Combustion,234729,total
2019-05-31T07:00:00Z,Kitsap,Total Vehicles,236353,total
2019-05-31T07:00:00Z,Kitsap,Battery Electric Share,0.004383274170414592,share
2019-05-31T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.0024878042588839574,share
2019-05-31T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.006871078429298549,share
2019-05-31T07:00:00Z,Kitsap,Internal Combustion Share,0.9931289215707014,share
2019-05-31T07:00:00Z,Pierce,Battery Electric,1752,total
2019-05-31T07:00:00Z,Pierce,Plug-In Hybrid,1520,total
2019-05-31T07:00:00Z,Pierce,Total Electric Vehicles,3272,total
2019-05-31T07:00:00Z,Pierce,Internal Combustion,681814,total
2019-05-31T07:00:00Z,Pierce,Total Vehicles,685086,total
2019-05-31T07:00:00Z,Pierce,Battery Electric Share,0.0025573431656755502,share
2019-05-31T07:00:00Z,Pierce,Plug-In Hybrid Share,0.002218699550129473,share
2019-05-31T07:00:00Z,Pierce,Total Electric Vehicle Share,0.004776042715805023,share
2019-05-31T07:00:00Z,Pierce,Internal Combustion Share,0.995223957284195,share
2019-05-31T07:00:00Z,Snohomish,Battery Electric,3374,total
2019-05-31T07:00:00Z,Snohomish,Plug-In Hybrid,1573,total
2019-05-31T07:00:00Z,Snohomish,Total Electric Vehicles,4947,total
2019-05-31T07:00:00Z,Snohomish,Internal Combustion,652449,total
2019-05-31T07:00:00Z,Snohomish,Total Vehicles,657396,total
2019-05-31T07:00:00Z,Snohomish,Battery Electric Share,0.005132370747616353,share
2019-05-31T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.002392773914048762,share
2019-05-31T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.007525144661665115,share
2019-05-31T07:00:00Z,Snohomish,Internal Combustion Share,0.9924748553383349,share
2019-06-30T07:00:00Z,King,Battery Electric,19088,total
2019-06-30T07:00:00Z,King,Plug-In Hybrid,7016,total
2019-06-30T07:00:00Z,King,Total Electric Vehicles,26104,total
2019-06-30T07:00:00Z,King,Internal Combustion,1571455,total
2019-06-30T07:00:00Z,King,Total Vehicles,1597559,total
2019-06-30T07:00:00Z,King,Battery Electric Share,0.01194822851612992,share
2019-06-30T07:00:00Z,King,Plug-In Hybrid Share,0.00439170008744591,share
2019-06-30T07:00:00Z,King,Total Electric Vehicle Share,0.016339928603575832,share
2019-06-30T07:00:00Z,King,Internal Combustion Share,0.9836600713964242,share
2019-06-30T07:00:00Z,Kitsap,Battery Electric,1050,total
2019-06-30T07:00:00Z,Kitsap,Plug-In Hybrid,605,total
2019-06-30T07:00:00Z,Kitsap,Total Electric Vehicles,1655,total
2019-06-30T07:00:00Z,Kitsap,Internal Combustion,234934,total
2019-06-30T07:00:00Z,Kitsap,Total Vehicles,236589,total
2019-06-30T07:00:00Z,Kitsap,Battery Electric Share,0.0044380761573868605,share
2019-06-30T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.002557177214494334,share
2019-06-30T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.006995253371881195,share
2019-06-30T07:00:00Z,Kitsap,Internal Combustion Share,0.9930047466281188,share
2019-06-30T07:00:00Z,Pierce,Battery Electric,1809,total
2019-06-30T07:00:00Z,Pierce,Plug-In Hybrid,1556,total
2019-06-30T07:00:00Z,Pierce,Total Electric Vehicles,3365,total
2019-06-30T07:00:00Z,Pierce,Internal Combustion,682979,total
2019-06-30T07:00:00Z,Pierce,Total Vehicles,686344,total
2019-06-30T07:00:00Z,Pierce,Battery Electric Share,0.0026357045446598207,share
2019-06-30T07:00:00Z,Pierce,Plug-In Hybrid Share,0.0022670847271921953,share
2019-06-30T07:00:00Z,Pierce,Total Electric Vehicle Share,0.004902789271852016,share
2019-06-30T07:00:00Z,Pierce,Internal Combustion Share,0.9950972107281479,share
2019-06-30T07:00:00Z,Snohomish,Battery Electric,3474,total
2019-06-30T07:00:00Z,Snohomish,Plug-In Hybrid,1594,total
2019-06-30T07:00:00Z,Snohomish,Total Electric Vehicles,5068,total
2019-06-30T07:00:00Z,Snohomish,Internal Combustion,653919,total
2019-06-30T07:00:00Z,Snohomish,Total Vehicles,658987,total
2019-06-30T07:00:00Z,Snohomish,Battery Electric Share,0.005271727666858375,share
2019-06-30T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.002418864105058218,share
2019-06-30T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.007690591771916593,share
2019-06-30T07:00:00Z,Snohomish,Internal Combustion Share,0.9923094082280834,share
2019-07-31T07:00:00Z,King,Battery Electric,19636,total
2019-07-31T07:00:00Z,King,Plug-In Hybrid,7116,total
2019-07-31T07:00:00Z,King,Total Electric Vehicles,26752,total
2019-07-31T07:00:00Z,King,Internal Combustion,1573754,total
2019-07-31T07:00:00Z,King,Total Vehicles,1600506,total
2019-07-31T07:00:00Z,King,Battery Electric Share,0.012268620048909532,share
2019-07-31T07:00:00Z,King,Plug-In Hybrid Share,0.004446093922796915,share
2019-07-31T07:00:00Z,King,Total Electric Vehicle Share,0.016714713971706447,share
2019-07-31T07:00:00Z,King,Internal Combustion Share,0.9832852860282936,share
2019-07-31T07:00:00Z,Kitsap,Battery Electric,1093,total
2019-07-31T07:00:00Z,Kitsap,Plug-In Hybrid,625,total
2019-07-31T07:00:00Z,Kitsap,Total Electric Vehicles,1718,total
2019-07-31T07:00:00Z,Kitsap,Internal Combustion,235403,total
2019-07-31T07:00:00Z,Kitsap,Total Vehicles,237121,total
2019-07-31T07:00:00Z,Kitsap,Battery Electric Share,0.004609460992489067,share
2019-07-31T07:00:00Z,Kitsap,Plug-In Hybrid Share,0.0026357851054946632,share
2019-07-31T07:00:00Z,Kitsap,Total Electric Vehicle Share,0.00724524609798373,share
2019-07-31T07:00:00Z,Kitsap,Internal Combustion Share,0.9927547539020163,share
2019-07-31T07:00:00Z,Pierce,Battery Electric,1878,total
2019-07-31T07:00:00Z,Pierce,Plug-In Hybrid,1570,total
2019-07-31T07:00:00Z,Pierce,Total Electric Vehicles,3448,total
2019-07-31T07:00:00Z,Pierce,Internal Combustion,684512,total
2019-07-31T07:00:00Z,Pierce,Total Vehicles,687960,total
2019-07-31T07:00:00Z,Pierce,Battery Electric Share,0.0027298098726670156,share
2019-07-31T07:00:00Z,Pierce,Plug-In Hybrid Share,0.0022821094249665676,share
2019-07-31T07:00:00Z,Pierce,Total Electric Vehicle Share,0.005011919297633584,share
2019-07-31T07:00:00Z,Pierce,Internal Combustion Share,0.9949880807023664,share
2019-07-31T07:00:00Z,Snohomish,Battery Electric,3557,total
2019-07-31T07:00:00Z,Snohomish,Plug-In Hybrid,1618,total
2019-07-31T07:00:00Z,Snohomish,Total Electric Vehicles,5175,total
2019-07-31T07:00:00Z,Snohomish,Internal Combustion,655396,total
2019-07-31T07:00:00Z,Snohomish,Total Vehicles,660571,total
2019-07-31T07:00:00Z,Snohomish,Battery Electric Share,0.005384735327466692,share
2019-07-31T07:00:00Z,Snohomish,Plug-In Hybrid Share,0.002449396052808858,share
2019-07-31T07:00:00Z,Snohomish,Total Electric Vehicle Share,0.00783413138027555,share
2019-07-31T07:00:00Z,Snohomish,Internal Combustion Share,0.9921658686197244,share
2019-08-31T07:00:00Z,King,Battery Electric,20015,total
2019-08-31T07:00:00Z,King,Plug-In Hybrid,7206,total
2019-08-31T07:00:00Z,King,Total Electric Vehicles,27221,total
2019-08-31T07:00:00Z,King,Internal Combustion,1575588,total
