geography,variable,concept,date,estimate
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-04-01,54493
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-05-01,60001
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-06-01,69350
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-07-01,75852
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-08-01,79464
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-09-01,61848
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-10-01,59764
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-11-01,55182
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2011-12-01,60745
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-01-01,52257
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-02-01,53828
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-03-01,59118
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-04-01,59778
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-05-01,64337
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-06-01,66623
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-07-01,73888
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-08-01,72004
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-09-01,64966
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-10-01,66392
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-11-01,60077
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2012-12-01,57620
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-01-01,63220
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-02-01,57580
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-03-01,61571
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-04-01,61648
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-05-01,62850
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-06-01,66520
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-07-01,79079
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-08-01,74806
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-09-01,61316
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-10-01,63656
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-11-01,52657
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2013-12-01,56030
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-01-01,55111
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-02-01,54429
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-03-01,56426
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-04-01,57633
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-05-01,59732
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-06-01,60883
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-07-01,73593
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-08-01,66926
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-09-01,60070
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-10-01,58892
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-11-01,50266
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2014-12-01,53753
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-01-01,50344
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-02-01,47246
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-03-01,54687
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-04-01,55332
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-05-01,50942
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-06-01,56904
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-07-01,66040
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-08-01,59671
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-09-01,48938
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-10-01,47616
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-11-01,41518
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2015-12-01,42987
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-01-01,33718
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-02-01,80028
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-03-01,102931
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-04-01,117855
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-05-01,123330
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-06-01,120618
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-07-01,137614
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-08-01,145933
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-09-01,130320
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-10-01,128521
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-11-01,123585
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2016-12-01,113844
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-01-01,125007
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-02-01,114284
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-03-01,76845
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-04-01,119668
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-05-01,127207
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-06-01,121470
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-07-01,119087
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-08-01,130995
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-09-01,124842
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-10-01,132530
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-11-01,117858
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2017-12-01,107714
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-01-01,121995
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-02-01,115775
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-03-01,135332
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-04-01,128142
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-05-01,149821
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-06-01,146824
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-07-01,154060
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-08-01,160889
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-09-01,140896
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-10-01,161091
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-11-01,139658
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2018-12-01,131185
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-01-01,144077
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-02-01,137458
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-03-01,153233
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-04-01,155732
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-05-01,161596
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-06-01,156309
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-07-01,168529
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-08-01,169526
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-09-01,156878
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-10-01,175512
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-11-01,147966
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2019-12-01,136593
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-01-01,151399
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-02-01,145578
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-03-01,85835
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-04-01,34918
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-05-01,34451
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-06-01,30443
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-07-01,35696
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-08-01,42601
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-09-01,45765
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-10-01,50587
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-11-01,44246
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2020-12-01,47924
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-01-01,51342
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-02-01,49223
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-03-01,57854
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-04-01,63135
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-05-01,62381
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-06-01,67908
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-07-01,78111
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-08-01,78405
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-09-01,77844
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-10-01,87339
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-11-01,77713
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2021-12-01,78698
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-01-01,85910
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-02-01,81378
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-03-01,98671
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-04-01,93072
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-05-01,92619
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-06-01,92912
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-07-01,95312
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-08-01,97704
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-09-01,94914
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-10-01,96756
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-11-01,95817
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2022-12-01,92540
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2023-01-01,95549
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2023-02-01,89696
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2023-03-01,106140
King County Metro,"Light Rail, Streetcar & Monorail",Transit Boardings,2023-04-01,102251
King County Metro,Vanpool,Transit Boardings,2002-01-01,174040
King County Metro,Vanpool,Transit Boardings,2002-02-01,150307
King County Metro,Vanpool,Transit Boardings,2002-03-01,166129
King County Metro,Vanpool,Transit Boardings,2002-04-01,156143
King County Metro,Vanpool,Transit Boardings,2002-05-01,156143
King County Metro,Vanpool,Transit Boardings,2002-06-01,141948
King County Metro,Vanpool,Transit Boardings,2002-07-01,141871
King County Metro,Vanpool,Transit Boardings,2002-08-01,141871
King County Metro,Vanpool,Transit Boardings,2002-09-01,128973
King County Metro,Vanpool,Transit Boardings,2002-10-01,159060
King County Metro,Vanpool,Transit Boardings,2002-11-01,138313
King County Metro,Vanpool,Transit Boardings,2002-12-01,145229
King County Metro,Vanpool,Transit Boardings,2003-01-01,160581
King County Metro,Vanpool,Transit Boardings,2003-02-01,131694
King County Metro,Vanpool,Transit Boardings,2003-03-01,156722
King County Metro,Vanpool,Transit Boardings,2003-04-01,155767
King County Metro,Vanpool,Transit Boardings,2003-05-01,146333
King County Metro,Vanpool,Transit Boardings,2003-06-01,152371
King County Metro,Vanpool,Transit Boardings,2003-07-01,154859
King County Metro,Vanpool,Transit Boardings,2003-08-01,141316
King County Metro,Vanpool,Transit Boardings,2003-09-01,150181
King County Metro,Vanpool,Transit Boardings,2003-10-01,163345
King County Metro,Vanpool,Transit Boardings,2003-11-01,141471
King County Metro,Vanpool,Transit Boardings,2003-12-01,155513
King County Metro,Vanpool,Transit Boardings,2004-01-01,140428
King County Metro,Vanpool,Transit Boardings,2004-02-01,122427
King County Metro,Vanpool,Transit Boardings,2004-03-01,171767
King County Metro,Vanpool,Transit Boardings,2004-04-01,145631
King County Metro,Vanpool,Transit Boardings,2004-05-01,138996
King County Metro,Vanpool,Transit Boardings,2004-06-01,134937
King County Metro,Vanpool,Transit Boardings,2004-07-01,140044
King County Metro,Vanpool,Transit Boardings,2004-08-01,143872
King County Metro,Vanpool,Transit Boardings,2004-09-01,146253
King County Metro,Vanpool,Transit Boardings,2004-10-01,146253
King County Metro,Vanpool,Transit Boardings,2004-11-01,117538
King County Metro,Vanpool,Transit Boardings,2004-12-01,126543
King County Metro,Vanpool,Transit Boardings,2005-01-01,142930
King County Metro,Vanpool,Transit Boardings,2005-02-01,135611
King County Metro,Vanpool,Transit Boardings,2005-03-01,152566
King County Metro,Vanpool,Transit Boardings,2005-04-01,152714
King County Metro,Vanpool,Transit Boardings,2005-05-01,143269
King County Metro,Vanpool,Transit Boardings,2005-06-01,151167
King County Metro,Vanpool,Transit Boardings,2005-07-01,148769
King County Metro,Vanpool,Transit Boardings,2005-08-01,156478
King County Metro,Vanpool,Transit Boardings,2005-09-01,140764
King County Metro,Vanpool,Transit Boardings,2005-10-01,163138
King County Metro,Vanpool,Transit Boardings,2005-11-01,159939
King County Metro,Vanpool,Transit Boardings,2005-12-01,143271
King County Metro,Vanpool,Transit Boardings,2006-01-01,153962
King County Metro,Vanpool,Transit Boardings,2006-02-01,142001
King County Metro,Vanpool,Transit Boardings,2006-03-01,166320
King County Metro,Vanpool,Transit Boardings,2006-04-01,139103
King County Metro,Vanpool,Transit Boardings,2006-05-01,188112
King County Metro,Vanpool,Transit Boardings,2006-06-01,169192
King County Metro,Vanpool,Transit Boardings,2006-07-01,146448
King County Metro,Vanpool,Transit Boardings,2006-08-01,203756
King County Metro,Vanpool,Transit Boardings,2006-09-01,161836
King County Metro,Vanpool,Transit Boardings,2006-10-01,192708
King County Metro,Vanpool,Transit Boardings,2006-11-01,157591
King County Metro,Vanpool,Transit Boardings,2006-12-01,138577
