date,variable,geography,estimate,share
2021-05-01,Internal Combustion Engine,King,10883,0.8580777418591816
2021-05-01,Internal Combustion Engine,Kitsap,1350,0.9042196918955124
2021-05-01,Internal Combustion Engine,Pierce,4926,0.928208027133974
2021-05-01,Internal Combustion Engine,Snohomish,3885,0.8894230769230769
2022-05-01,Battery Electric Vehicle,King,910,0.07928901280822515
2022-05-01,Battery Electric Vehicle,Kitsap,47,0.03552532123960695
2022-05-01,Battery Electric Vehicle,Pierce,150,0.03526093088857546
2022-05-01,Battery Electric Vehicle,Snohomish,183,0.0505804311774461
2022-05-01,Hybrid Electric Vehicle,King,891,0.07763352792541604
2022-05-01,Hybrid Electric Vehicle,Kitsap,69,0.05215419501133787
2022-05-01,Hybrid Electric Vehicle,Pierce,275,0.06464503996238834
2022-05-01,Hybrid Electric Vehicle,Snohomish,290,0.08015478164731896
2022-05-01,Internal Combustion Engine,King,9676,0.8430774592663588
2022-05-01,Internal Combustion Engine,Kitsap,1207,0.9123204837490552
2022-05-01,Internal Combustion Engine,Pierce,3829,0.9000940291490362
2022-05-01,Internal Combustion Engine,Snohomish,3145,0.8692647871752349
2017-06-01,Battery Electric Vehicle,King,357,0.01990521327014218
2017-06-01,Battery Electric Vehicle,Kitsap,13,0.0076650943396226415
2017-06-01,Battery Electric Vehicle,Pierce,31,0.005769588684161549
2017-06-01,Battery Electric Vehicle,Snohomish,59,0.012604144413586841
2017-06-01,Hybrid Electric Vehicle,King,153,0.008530805687203791
2017-06-01,Hybrid Electric Vehicle,Kitsap,12,0.007075471698113208
2017-06-01,Hybrid Electric Vehicle,Pierce,21,0.003908431044109436
2017-06-01,Hybrid Electric Vehicle,Snohomish,17,0.003631702627643666
2017-06-01,Internal Combustion Engine,King,17425,0.9715639810426541
2017-06-01,Internal Combustion Engine,Kitsap,1671,0.9852594339622641
2017-06-01,Internal Combustion Engine,Pierce,5321,0.990321980271729
2017-06-01,Internal Combustion Engine,Snohomish,4605,0.9837641529587695
2018-06-01,Battery Electric Vehicle,King,567,0.03561781518939632
2018-06-01,Battery Electric Vehicle,Kitsap,23,0.01471529110684581
2018-06-01,Battery Electric Vehicle,Pierce,53,0.010022692889561272
2018-06-01,Battery Electric Vehicle,Snohomish,87,0.018766177739430543
2018-06-01,Hybrid Electric Vehicle,King,137,0.0086060682203656
2018-06-01,Hybrid Electric Vehicle,Kitsap,5,0.003198976327575176
2018-06-01,Hybrid Electric Vehicle,Pierce,21,0.00397125567322239
2018-06-01,Hybrid Electric Vehicle,Snohomish,29,0.006255392579810181
2018-06-01,Internal Combustion Engine,King,15215,0.9557761165902381
2018-06-01,Internal Combustion Engine,Kitsap,1535,0.982085732565579
2018-06-01,Internal Combustion Engine,Pierce,5214,0.9860060514372163
2018-06-01,Internal Combustion Engine,Snohomish,4520,0.9749784296807593
2019-06-01,Battery Electric Vehicle,King,612,0.0399451732915606
2019-06-01,Battery Electric Vehicle,Kitsap,25,0.01725327812284334
2019-06-01,Battery Electric Vehicle,Pierce,66,0.013681592039800995
2019-06-01,Battery Electric Vehicle,Snohomish,129,0.029145955716222322
2019-06-01,Hybrid Electric Vehicle,King,377,0.024606748906729325
2019-06-01,Hybrid Electric Vehicle,Kitsap,21,0.014492753623188406
2019-06-01,Hybrid Electric Vehicle,Pierce,74,0.015339966832504145
2019-06-01,Hybrid Electric Vehicle,Snohomish,98,0.022141888838680523
2019-06-01,Internal Combustion Engine,King,14332,0.93544807780171
2019-06-01,Internal Combustion Engine,Kitsap,1403,0.9682539682539683
2019-06-01,Internal Combustion Engine,Pierce,4684,0.9709784411276948
2019-06-01,Internal Combustion Engine,Snohomish,4199,0.9487121554450971
2020-06-01,Battery Electric Vehicle,King,284,0.027376132639290535
2020-06-01,Battery Electric Vehicle,Kitsap,20,0.013262599469496022
2020-06-01,Battery Electric Vehicle,Pierce,39,0.007883565797453002
2020-06-01,Battery Electric Vehicle,Snohomish,56,0.014889657006115395
2020-06-01,Hybrid Electric Vehicle,King,399,0.038461538461538464
2020-06-01,Hybrid Electric Vehicle,Kitsap,44,0.029177718832891247
2020-06-01,Hybrid Electric Vehicle,Pierce,110,0.02223569840307257
2020-06-01,Hybrid Electric Vehicle,Snohomish,93,0.02472746609944164
2020-06-01,Internal Combustion Engine,King,9691,0.9341623288991711
2020-06-01,Internal Combustion Engine,Kitsap,1444,0.9575596816976127
2020-06-01,Internal Combustion Engine,Pierce,4798,0.9698807357994744
2020-06-01,Internal Combustion Engine,Snohomish,3612,0.960382876894443
2021-06-01,Battery Electric Vehicle,King,799,0.06120729278382105
2021-06-01,Battery Electric Vehicle,Kitsap,66,0.03898405197873597
2021-06-01,Battery Electric Vehicle,Pierce,119,0.021715328467153284
2021-06-01,Battery Electric Vehicle,Snohomish,178,0.038042316734344946
2021-06-01,Hybrid Electric Vehicle,King,796,0.06097747816761146
2021-06-01,Hybrid Electric Vehicle,Kitsap,81,0.047844063792085056
2021-06-01,Hybrid Electric Vehicle,Pierce,247,0.045072992700729925
2021-06-01,Hybrid Electric Vehicle,Snohomish,250,0.05343022013250694
2021-06-01,Internal Combustion Engine,King,11459,0.8778152290485675
2021-06-01,Internal Combustion Engine,Kitsap,1546,0.9131718842291789
2021-06-01,Internal Combustion Engine,Pierce,5114,0.9332116788321168
2021-06-01,Internal Combustion Engine,Snohomish,4251,0.9085274631331481
2022-06-01,Battery Electric Vehicle,King,1093,0.08853786958282706
2022-06-01,Battery Electric Vehicle,Kitsap,51,0.03490759753593429
2022-06-01,Battery Electric Vehicle,Pierce,143,0.03137340939008337
2022-06-01,Battery Electric Vehicle,Snohomish,250,0.06232859636000997
2022-06-01,Hybrid Electric Vehicle,King,1129,0.09145402997164843
2022-06-01,Hybrid Electric Vehicle,Kitsap,90,0.061601642710472276
2022-06-01,Hybrid Electric Vehicle,Pierce,333,0.07305835892935499
2022-06-01,Hybrid Electric Vehicle,Snohomish,320,0.07978060334081276
2022-06-01,Internal Combustion Engine,King,10123,0.8200081004455245
2022-06-01,Internal Combustion Engine,Kitsap,1320,0.9034907597535934
2022-06-01,Internal Combustion Engine,Pierce,4082,0.8955682316805617
2022-06-01,Internal Combustion Engine,Snohomish,3441,0.8578908002991773
2017-07-01,Battery Electric Vehicle,King,312,0.021175512420252476
2017-07-01,Battery Electric Vehicle,Kitsap,18,0.012543554006968641
2017-07-01,Battery Electric Vehicle,Pierce,33,0.006610576923076923
2017-07-01,Battery Electric Vehicle,Snohomish,50,0.011984659635666348
2017-07-01,Hybrid Electric Vehicle,King,126,0.008551649246640423
2017-07-01,Hybrid Electric Vehicle,Kitsap,8,0.005574912891986063
2017-07-01,Hybrid Electric Vehicle,Pierce,20,0.004006410256410256
2017-07-01,Hybrid Electric Vehicle,Snohomish,29,0.006951102588686481
2017-07-01,Internal Combustion Engine,King,14296,0.9702728383331071
2017-07-01,Internal Combustion Engine,Kitsap,1409,0.9818815331010453
2017-07-01,Internal Combustion Engine,Pierce,4939,0.9893830128205128
2017-07-01,Internal Combustion Engine,Snohomish,4093,0.9810642377756472
2018-07-01,Battery Electric Vehicle,King,404,0.028016643550624134
2018-07-01,Battery Electric Vehicle,Kitsap,16,0.010120177103099304
2018-07-01,Battery Electric Vehicle,Pierce,23,0.004703476482617587
2018-07-01,Battery Electric Vehicle,Snohomish,61,0.014410583510512638
2018-07-01,Hybrid Electric Vehicle,King,133,0.009223300970873786
2018-07-01,Hybrid Electric Vehicle,Kitsap,10,0.006325110689437065
2018-07-01,Hybrid Electric Vehicle,Pierce,28,0.0057259713701431495
2018-07-01,Hybrid Electric Vehicle,Snohomish,21,0.004961020552799433
2018-07-01,Internal Combustion Engine,King,13883,0.9627600554785021
2018-07-01,Internal Combustion Engine,Kitsap,1555,0.9835547122074636
2018-07-01,Internal Combustion Engine,Pierce,4839,0.9895705521472392
2018-07-01,Internal Combustion Engine,Snohomish,4151,0.9806283959366879
2019-07-01,Battery Electric Vehicle,King,642,0.044502980729238875
2019-07-01,Battery Electric Vehicle,Kitsap,42,0.02586206896551724
2019-07-01,Battery Electric Vehicle,Pierce,71,0.01395988989382619
2019-07-01,Battery Electric Vehicle,Snohomish,113,0.025571396243494002
2019-07-01,Hybrid Electric Vehicle,King,344,0.023845833910994037
2019-07-01,Hybrid Electric Vehicle,Kitsap,21,0.01293103448275862
2019-07-01,Hybrid Electric Vehicle,Pierce,74,0.014549744396382226
2019-07-01,Hybrid Electric Vehicle,Snohomish,84,0.019008825526137134
2019-07-01,Internal Combustion Engine,King,13440,0.9316511853597671
2019-07-01,Internal Combustion Engine,Kitsap,1561,0.9612068965517241
2019-07-01,Internal Combustion Engine,Pierce,4941,0.9714903657097916
2019-07-01,Internal Combustion Engine,Snohomish,4222,0.9554197782303688
2020-07-01,Battery Electric Vehicle,King,870,0.06820319849482596
2020-07-01,Battery Electric Vehicle,Kitsap,47,0.028994447871684145
2020-07-01,Battery Electric Vehicle,Pierce,85,0.016132093376352248
2020-07-01,Battery Electric Vehicle,Snohomish,157,0.036897767332549944
2020-07-01,Hybrid Electric Vehicle,King,549,0.043038570084666036
2020-07-01,Hybrid Electric Vehicle,Kitsap,47,0.028994447871684145
2020-07-01,Hybrid Electric Vehicle,Pierce,132,0.025052192066805846
2020-07-01,Hybrid Electric Vehicle,Snohomish,144,0.03384253819036428
2020-07-01,Internal Combustion Engine,King,11337,0.888758231420508
2020-07-01,Internal Combustion Engine,Kitsap,1527,0.9420111042566317
2020-07-01,Internal Combustion Engine,Pierce,5052,0.9588157145568419
2020-07-01,Internal Combustion Engine,Snohomish,3954,0.9292596944770858
2021-07-01,Battery Electric Vehicle,King,1530,0.11576876513317191
2021-07-01,Battery Electric Vehicle,Kitsap,90,0.05725190839694656
2021-07-01,Battery Electric Vehicle,Pierce,210,0.042151746286631875
2021-07-01,Battery Electric Vehicle,Snohomish,295,0.06756756756756757
2021-07-01,Hybrid Electric Vehicle,King,585,0.04426452784503632
2021-07-01,Hybrid Electric Vehicle,Kitsap,68,0.043256997455470736
2021-07-01,Hybrid Electric Vehicle,Pierce,204,0.040947410678442396
2021-07-01,Hybrid Electric Vehicle,Snohomish,158,0.03618873110398534
2021-07-01,Internal Combustion Engine,King,11101,0.8399667070217918
2021-07-01,Internal Combustion Engine,Kitsap,1414,0.8994910941475827
2021-07-01,Internal Combustion Engine,Pierce,4568,0.9169008430349257
2021-07-01,Internal Combustion Engine,Snohomish,3913,0.8962437013284471
2022-07-01,Battery Electric Vehicle,King,1518,0.12971033068443988
2022-07-01,Battery Electric Vehicle,Kitsap,87,0.07213930348258707
2022-07-01,Battery Electric Vehicle,Pierce,221,0.05384990253411306
2022-07-01,Battery Electric Vehicle,Snohomish,336,0.08670967741935484
2022-07-01,Hybrid Electric Vehicle,King,815,0.06964026318038109
2022-07-01,Hybrid Electric Vehicle,Kitsap,63,0.05223880597014925
2022-07-01,Hybrid Electric Vehicle,Pierce,235,0.05726120857699805
2022-07-01,Hybrid Electric Vehicle,Snohomish,279,0.072
2022-07-01,Internal Combustion Engine,King,9370,0.800649406135179
2022-07-01,Internal Combustion Engine,Kitsap,1056,0.8756218905472637
2022-07-01,Internal Combustion Engine,Pierce,3648,0.8888888888888888
2022-07-01,Internal Combustion Engine,Snohomish,3260,0.8412903225806452
2017-08-01,Battery Electric Vehicle,King,278,0.018188955770740645
2017-08-01,Battery Electric Vehicle,Kitsap,21,0.011993146773272416
2017-08-01,Battery Electric Vehicle,Pierce,24,0.0045087356753710315
2017-08-01,Battery Electric Vehicle,Snohomish,44,0.009517629245078953
2017-08-01,Hybrid Electric Vehicle,King,148,0.009683328971473436
2017-08-01,Hybrid Electric Vehicle,Kitsap,10,0.0057110222729868645
2017-08-01,Hybrid Electric Vehicle,Pierce,21,0.003945143715949653
2017-08-01,Hybrid Electric Vehicle,Snohomish,25,0.0054077438892494055
2017-08-01,Internal Combustion Engine,King,14858,0.972127715257786
2017-08-01,Internal Combustion Engine,Kitsap,1720,0.9822958309537407
2017-08-01,Internal Combustion Engine,Pierce,5278,0.9915461206086793
2017-08-01,Internal Combustion Engine,Snohomish,4554,0.9850746268656716
2018-08-01,Battery Electric Vehicle,King,333,0.023511967803431476
2018-08-01,Battery Electric Vehicle,Kitsap,20,0.012919896640826873
2018-08-01,Battery Electric Vehicle,Pierce,38,0.007150922092585623
2018-08-01,Battery Electric Vehicle,Snohomish,45,0.00986625739969305
2018-08-01,Hybrid Electric Vehicle,King,143,0.010096730918590695
2018-08-01,Hybrid Electric Vehicle,Kitsap,12,0.007751937984496124
2018-08-01,Hybrid Electric Vehicle,Pierce,21,0.003951825366955213
2018-08-01,Hybrid Electric Vehicle,Snohomish,22,0.0048235036176277135
2018-08-01,Internal Combustion Engine,King,13687,0.9663913012779778
2018-08-01,Internal Combustion Engine,Kitsap,1516,0.979328165374677
2018-08-01,Internal Combustion Engine,Pierce,5255,0.9888972525404591
2018-08-01,Internal Combustion Engine,Snohomish,4494,0.9853102389826792
2019-08-01,Battery Electric Vehicle,King,484,0.03549167705507077
2019-08-01,Battery Electric Vehicle,Kitsap,25,0.01529051987767584
2019-08-01,Battery Electric Vehicle,Pierce,57,0.011291600633914422
2019-08-01,Battery Electric Vehicle,Snohomish,94,0.022248520710059172
2019-08-01,Hybrid Electric Vehicle,King,443,0.03248515069296766
2019-08-01,Hybrid Electric Vehicle,Kitsap,47,0.02874617737003058
2019-08-01,Hybrid Electric Vehicle,Pierce,100,0.019809825673534072
2019-08-01,Hybrid Electric Vehicle,Snohomish,122,0.028875739644970415
2019-08-01,Internal Combustion Engine,King,12710,0.9320231722519616
2019-08-01,Internal Combustion Engine,Kitsap,1563,0.9559633027522936
2019-08-01,Internal Combustion Engine,Pierce,4891,0.9688985736925515
2019-08-01,Internal Combustion Engine,Snohomish,4009,0.9488757396449704
2020-08-01,Battery Electric Vehicle,King,447,0.039080258786501135
2020-08-01,Battery Electric Vehicle,Kitsap,27,0.019217081850533807
2020-08-01,Battery Electric Vehicle,Pierce,68,0.014297729184188394
2020-08-01,Battery Electric Vehicle,Snohomish,76,0.020015801948907033
2020-08-01,Hybrid Electric Vehicle,King,400,0.03497114880223815
2020-08-01,Hybrid Electric Vehicle,Kitsap,26,0.018505338078291814
2020-08-01,Hybrid Electric Vehicle,Pierce,73,0.015349032800672834
2020-08-01,Hybrid Electric Vehicle,Snohomish,78,0.020542533579141427
2020-08-01,Internal Combustion Engine,King,10591,0.9259485924112607
2020-08-01,Internal Combustion Engine,Kitsap,1352,0.9622775800711744
2020-08-01,Internal Combustion Engine,Pierce,4615,0.9703532380151387
2020-08-01,Internal Combustion Engine,Snohomish,3643,0.9594416644719516
2021-08-01,Battery Electric Vehicle,King,1128,0.08784362588583444
2021-08-01,Battery Electric Vehicle,Kitsap,48,0.031413612565445025
2021-08-01,Battery Electric Vehicle,Pierce,150,0.0312565117732861
2021-08-01,Battery Electric Vehicle,Snohomish,262,0.05907553551296505
2021-08-01,Hybrid Electric Vehicle,King,895,0.06969862160267892
2021-08-01,Hybrid Electric Vehicle,Kitsap,60,0.03926701570680628
2021-08-01,Hybrid Electric Vehicle,Pierce,229,0.04771827464055012
2021-08-01,Hybrid Electric Vehicle,Snohomish,267,0.06020293122886133
2021-08-01,Internal Combustion Engine,King,10818,0.8424577525114867
2021-08-01,Internal Combustion Engine,Kitsap,1420,0.9293193717277487
2021-08-01,Internal Combustion Engine,Pierce,4420,0.9210252135861637
2021-08-01,Internal Combustion Engine,Snohomish,3906,0.8807215332581736
2022-08-01,Battery Electric Vehicle,King,1340,0.10645058786145535
2022-08-01,Battery Electric Vehicle,Kitsap,77,0.059367771781033155
2022-08-01,Battery Electric Vehicle,Pierce,211,0.04355904211395541
2022-08-01,Battery Electric Vehicle,Snohomish,331,0.0792814371257485
2022-08-01,Hybrid Electric Vehicle,King,897,0.07125834127740706
2022-08-01,Hybrid Electric Vehicle,Kitsap,48,0.03700848111025443
2022-08-01,Hybrid Electric Vehicle,Pierce,280,0.057803468208092484
2022-08-01,Hybrid Electric Vehicle,Snohomish,321,0.07688622754491017
2022-08-01,Internal Combustion Engine,King,10351,0.8222910708611376
2022-08-01,Internal Combustion Engine,Kitsap,1172,0.9036237471087124
2022-08-01,Internal Combustion Engine,Pierce,4353,0.8986374896779521
2022-08-01,Internal Combustion Engine,Snohomish,3523,0.8438323353293413
2017-09-01,Battery Electric Vehicle,King,338,0.02357207615593835
2017-09-01,Battery Electric Vehicle,Kitsap,16,0.010018785222291797
2017-09-01,Battery Electric Vehicle,Pierce,22,0.004529544986617253
2017-09-01,Battery Electric Vehicle,Snohomish,86,0.020249587944431362
2017-09-01,Hybrid Electric Vehicle,King,152,0.010600460283143874
2017-09-01,Hybrid Electric Vehicle,Kitsap,13,0.008140262993112084
2017-09-01,Hybrid Electric Vehicle,Pierce,15,0.0030883261272390363
2017-09-01,Hybrid Electric Vehicle,Snohomish,20,0.0047092064987049684
2017-09-01,Internal Combustion Engine,King,13849,0.9658274635609178
2017-09-01,Internal Combustion Engine,Kitsap,1568,0.9818409517845961
2017-09-01,Internal Combustion Engine,Pierce,4820,0.9923821288861437
2017-09-01,Internal Combustion Engine,Snohomish,4141,0.9750412055568637
2018-09-01,Battery Electric Vehicle,King,370,0.02819047619047619
2018-09-01,Battery Electric Vehicle,Kitsap,16,0.011469534050179211
2018-09-01,Battery Electric Vehicle,Pierce,27,0.005859375
2018-09-01,Battery Electric Vehicle,Snohomish,44,0.010448824507242936
2018-09-01,Hybrid Electric Vehicle,King,161,0.012266666666666667
2018-09-01,Hybrid Electric Vehicle,Kitsap,10,0.007168458781362007
2018-09-01,Hybrid Electric Vehicle,Pierce,28,0.006076388888888889
2018-09-01,Hybrid Electric Vehicle,Snohomish,21,0.004986938969365947
2018-09-01,Internal Combustion Engine,King,12594,0.9595428571428571
2018-09-01,Internal Combustion Engine,Kitsap,1369,0.9813620071684588
2018-09-01,Internal Combustion Engine,Pierce,4553,0.9880642361111112
2018-09-01,Internal Combustion Engine,Snohomish,4146,0.9845642365233911
2019-09-01,Battery Electric Vehicle,King,593,0.04571032143683034
2019-09-01,Battery Electric Vehicle,Kitsap,24,0.015665796344647518
2019-09-01,Battery Electric Vehicle,Pierce,55,0.01182033096926714
2019-09-01,Battery Electric Vehicle,Snohomish,136,0.032158902813903996
2019-09-01,Hybrid Electric Vehicle,King,432,0.03329993062514453
2019-09-01,Hybrid Electric Vehicle,Kitsap,29,0.018929503916449087
2019-09-01,Hybrid Electric Vehicle,Pierce,80,0.017193208682570384
2019-09-01,Hybrid Electric Vehicle,Snohomish,110,0.026010877275951763
2019-09-01,Internal Combustion Engine,King,11948,0.9209897479380251
2019-09-01,Internal Combustion Engine,Kitsap,1479,0.9654046997389034
2019-09-01,Internal Combustion Engine,Pierce,4518,0.9709864603481625
2019-09-01,Internal Combustion Engine,Snohomish,3983,0.9418302199101443
2020-09-01,Battery Electric Vehicle,King,450,0.036970095300690106
2020-09-01,Battery Electric Vehicle,Kitsap,32,0.02169491525423729
2020-09-01,Battery Electric Vehicle,Pierce,68,0.01367934017300342
2020-09-01,Battery Electric Vehicle,Snohomish,80,0.019915359721184963
2020-09-01,Hybrid Electric Vehicle,King,397,0.03261583963194216
2020-09-01,Hybrid Electric Vehicle,Kitsap,27,0.01830508474576271
2020-09-01,Hybrid Electric Vehicle,Pierce,109,0.021927177630255482
2020-09-01,Hybrid Electric Vehicle,Snohomish,99,0.024645257654966394
2020-09-01,Internal Combustion Engine,King,11325,0.9304140650673677
2020-09-01,Internal Combustion Engine,Kitsap,1416,0.96
2020-09-01,Internal Combustion Engine,Pierce,4794,0.9643934821967411
2020-09-01,Internal Combustion Engine,Snohomish,3838,0.9554393826238486
2021-09-01,Battery Electric Vehicle,King,1142,0.09318645450836394
2021-09-01,Battery Electric Vehicle,Kitsap,63,0.03962264150943396
2021-09-01,Battery Electric Vehicle,Pierce,151,0.03229255774165954
2021-09-01,Battery Electric Vehicle,Snohomish,217,0.05415522835038682
2021-09-01,Hybrid Electric Vehicle,King,856,0.06984904120767034
2021-09-01,Hybrid Electric Vehicle,Kitsap,97,0.0610062893081761
2021-09-01,Hybrid Electric Vehicle,Pierce,246,0.05260906757912746
2021-09-01,Hybrid Electric Vehicle,Snohomish,219,0.054654354878961815
2021-09-01,Internal Combustion Engine,King,10257,0.8369645042839657
2021-09-01,Internal Combustion Engine,Kitsap,1430,0.89937106918239
2021-09-01,Internal Combustion Engine,Pierce,4279,0.915098374679213
2021-09-01,Internal Combustion Engine,Snohomish,3571,0.8911904167706514
2022-09-01,Battery Electric Vehicle,King,1009,0.09245853569137726
2022-09-01,Battery Electric Vehicle,Kitsap,68,0.051515151515151514
2022-09-01,Battery Electric Vehicle,Pierce,155,0.036384976525821594
2022-09-01,Battery Electric Vehicle,Snohomish,206,0.051642015542742545
2022-09-01,Hybrid Electric Vehicle,King,682,0.062494272885549346
2022-09-01,Hybrid Electric Vehicle,Kitsap,36,0.02727272727272727
2022-09-01,Hybrid Electric Vehicle,Pierce,200,0.046948356807511735
2022-09-01,Hybrid Electric Vehicle,Snohomish,248,0.06217097016796189
2022-09-01,Internal Combustion Engine,King,9222,0.8450471914230734
2022-09-01,Internal Combustion Engine,Kitsap,1216,0.9212121212121213
2022-09-01,Internal Combustion Engine,Pierce,3905,0.9166666666666666
2022-09-01,Internal Combustion Engine,Snohomish,3535,0.8861870142892956
2017-10-01,Battery Electric Vehicle,King,375,0.02698035829915821
2017-10-01,Battery Electric Vehicle,Kitsap,15,0.009894459102902375
2017-10-01,Battery Electric Vehicle,Pierce,31,0.0065594583157003805
2017-10-01,Battery Electric Vehicle,Snohomish,57,0.013405456255879586
2017-10-01,Hybrid Electric Vehicle,King,157,0.011295776674580905
2017-10-01,Hybrid Electric Vehicle,Kitsap,6,0.00395778364116095
2017-10-01,Hybrid Electric Vehicle,Pierce,20,0.004231908590774439
2017-10-01,Hybrid Electric Vehicle,Snohomish,20,0.004703668861712135
2017-10-01,Internal Combustion Engine,King,13367,0.9617238650262608
2017-10-01,Internal Combustion Engine,Kitsap,1495,0.9861477572559367
2017-10-01,Internal Combustion Engine,Pierce,4675,0.9892086330935251
2017-10-01,Internal Combustion Engine,Snohomish,4175,0.9818908748824082
2018-10-01,Battery Electric Vehicle,King,772,0.05549565092372942
2018-10-01,Battery Electric Vehicle,Kitsap,42,0.028037383177570093
2018-10-01,Battery Electric Vehicle,Pierce,84,0.016833667334669337
2018-10-01,Battery Electric Vehicle,Snohomish,111,0.02496626180836707
2018-10-01,Hybrid Electric Vehicle,King,137,0.009848321472216232
2018-10-01,Hybrid Electric Vehicle,Kitsap,15,0.010013351134846462
2018-10-01,Hybrid Electric Vehicle,Pierce,30,0.006012024048096192
2018-10-01,Hybrid Electric Vehicle,Snohomish,17,0.0038236617183985606
2018-10-01,Internal Combustion Engine,King,13002,0.9346560276040543
2018-10-01,Internal Combustion Engine,Kitsap,1441,0.9619492656875834
2018-10-01,Internal Combustion Engine,Pierce,4876,0.9771543086172345
2018-10-01,Internal Combustion Engine,Snohomish,4318,0.9712100764732343
2019-10-01,Battery Electric Vehicle,King,1038,0.07822155237377543
2019-10-01,Battery Electric Vehicle,Kitsap,39,0.02332535885167464
2019-10-01,Battery Electric Vehicle,Pierce,109,0.02177822177822178
2019-10-01,Battery Electric Vehicle,Snohomish,189,0.04433497536945813
2019-10-01,Hybrid Electric Vehicle,King,428,0.03225320271288621
2019-10-01,Hybrid Electric Vehicle,Kitsap,42,0.025119617224880382
2019-10-01,Hybrid Electric Vehicle,Pierce,86,0.017182817182817185
2019-10-01,Hybrid Electric Vehicle,Snohomish,109,0.025568848228946752
2019-10-01,Internal Combustion Engine,King,11804,0.8895252449133384
2019-10-01,Internal Combustion Engine,Kitsap,1591,0.9515550239234449
2019-10-01,Internal Combustion Engine,Pierce,4810,0.961038961038961
2019-10-01,Internal Combustion Engine,Snohomish,3965,0.9300961764015951
2020-10-01,Battery Electric Vehicle,King,654,0.054400266178672434
2020-10-01,Battery Electric Vehicle,Kitsap,40,0.02594033722438392
2020-10-01,Battery Electric Vehicle,Pierce,95,0.019352210226115298
2020-10-01,Battery Electric Vehicle,Snohomish,139,0.03844026548672566
2020-10-01,Hybrid Electric Vehicle,King,437,0.03635002495425054
2020-10-01,Hybrid Electric Vehicle,Kitsap,38,0.02464332036316472
2020-10-01,Hybrid Electric Vehicle,Pierce,137,0.027907924220818905
2020-10-01,Hybrid Electric Vehicle,Snohomish,89,0.02461283185840708
2020-10-01,Internal Combustion Engine,King,10931,0.909249708867077
2020-10-01,Internal Combustion Engine,Kitsap,1464,0.9494163424124513
2020-10-01,Internal Combustion Engine,Pierce,4677,0.9527398655530658
2020-10-01,Internal Combustion Engine,Snohomish,3388,0.9369469026548672
2021-10-01,Battery Electric Vehicle,King,1376,0.12045872362776854
2021-10-01,Battery Electric Vehicle,Kitsap,70,0.05079825834542816
2021-10-01,Battery Electric Vehicle,Pierce,177,0.04346758349705305
2021-10-01,Battery Electric Vehicle,Snohomish,275,0.07713884992987377
2021-10-01,Hybrid Electric Vehicle,King,774,0.06775803204061981
2021-10-01,Hybrid Electric Vehicle,Kitsap,78,0.05660377358490566
2021-10-01,Hybrid Electric Vehicle,Pierce,186,0.04567779960707269
2021-10-01,Hybrid Electric Vehicle,Snohomish,231,0.06479663394109397
2021-10-01,Internal Combustion Engine,King,9273,0.8117832443316116
2021-10-01,Internal Combustion Engine,Kitsap,1230,0.8925979680696662
2021-10-01,Internal Combustion Engine,Pierce,3709,0.9108546168958742
2021-10-01,Internal Combustion Engine,Snohomish,3059,0.8580645161290322
2022-10-01,Battery Electric Vehicle,King,2102,0.17693602693602695
2022-10-01,Battery Electric Vehicle,Kitsap,64,0.05140562248995984
2022-10-01,Battery Electric Vehicle,Pierce,248,0.05890736342042755
2022-10-01,Battery Electric Vehicle,Snohomish,408,0.10405508798775823
2022-10-01,Hybrid Electric Vehicle,King,754,0.063468013468013465
2022-10-01,Hybrid Electric Vehicle,Kitsap,75,0.060240963855421686
2022-10-01,Hybrid Electric Vehicle,Pierce,232,0.05510688836104513
2022-10-01,Hybrid Electric Vehicle,Snohomish,247,0.06299413414945167
2022-10-01,Internal Combustion Engine,King,9024,0.7595959595959596
2022-10-01,Internal Combustion Engine,Kitsap,1106,0.8883534136546185
2022-10-01,Internal Combustion Engine,Pierce,3730,0.8859857482185273
2022-10-01,Internal Combustion Engine,Snohomish,3266,0.8329507778627901
2017-11-01,Battery Electric Vehicle,King,229,0.018446914773642662
2017-11-01,Battery Electric Vehicle,Kitsap,11,0.008716323296354992
2017-11-01,Battery Electric Vehicle,Pierce,20,0.004472271914132379
2017-11-01,Battery Electric Vehicle,Snohomish,53,0.01425114278031729
2017-11-01,Hybrid Electric Vehicle,King,131,0.010552601901079426
2017-11-01,Hybrid Electric Vehicle,Kitsap,6,0.004754358161648178
2017-11-01,Hybrid Electric Vehicle,Pierce,11,0.0024597495527728087
2017-11-01,Hybrid Electric Vehicle,Snohomish,16,0.004302231782737295
2017-11-01,Internal Combustion Engine,King,12054,0.9710004833252779
2017-11-01,Internal Combustion Engine,Kitsap,1245,0.9865293185419969
2017-11-01,Internal Combustion Engine,Pierce,4441,0.9930679785330948
2017-11-01,Internal Combustion Engine,Snohomish,3650,0.9814466254369454
2018-11-01,Battery Electric Vehicle,King,622,0.05086686293752044
2018-11-01,Battery Electric Vehicle,Kitsap,28,0.02155504234026174
2018-11-01,Battery Electric Vehicle,Pierce,49,0.011437908496732025
2018-11-01,Battery Electric Vehicle,Snohomish,100,0.02717391304347826
2018-11-01,Hybrid Electric Vehicle,King,113,0.009241086032057573
2018-11-01,Hybrid Electric Vehicle,Kitsap,6,0.004618937644341801
2018-11-01,Hybrid Electric Vehicle,Pierce,21,0.004901960784313725
